article_id,title,year,issue,volumn_page,pdf_url,doi
99fda4d3-5129-48fa-96b6-9201bfe9f174,PICC在重症新生儿肠外营养中的应用,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=99fda4d3-5129-48fa-96b6-9201bfe9f174,
146fdd48-b417-466f-8b1f-3ce0414ca37d,腺性膀胱炎的诊断和治疗,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=146fdd48-b417-466f-8b1f-3ce0414ca37d,
d4a3e2aa-fe32-4057-8221-4387c1cfbca9,巨大阔韧带子宫肌瘤1例报告,2012,6,https://ykxb.scu.edu.cn/cn/article/2012/6,https://ykxb.scu.edu.cn/article/exportPdf?id=d4a3e2aa-fe32-4057-8221-4387c1cfbca9,
4473e616-5b00-4b32-bc60-3d93036bdd3c,MicroRNA-34a调控细胞衰老的研究,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=4473e616-5b00-4b32-bc60-3d93036bdd3c,
7be46ccd-52da-433c-bede-becbbf3ecdcd,BPHL与PML-C间相互作用的胞内、外验证,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=7be46ccd-52da-433c-bede-becbbf3ecdcd,
8f30feda-e99e-4125-ab58-8b69e904946d,ARHI真核表达质粒对胃癌恶性表型的影响,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=8f30feda-e99e-4125-ab58-8b69e904946d,
6d36f08a-277c-4322-8757-1b2f5c46a4b5,抗凋亡基因Bfl-1在前列腺癌中的表达及作用<,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=6d36f08a-277c-4322-8757-1b2f5c46a4b5,
8e59679e-9aa6-46ff-9ab1-10f6ec71d06b,MASPIN在卵巢癌SKOV3细胞中表达调控机理的研究,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=8e59679e-9aa6-46ff-9ab1-10f6ec71d06b,
6e795a1d-f7f0-4825-965b-9791f57cae6d,普鲁卡因与5'-氮杂-2'-脱氧胞苷对人肝肿瘤细胞株HepG2中Wif-1基因启动子甲基化影响的比较研究<,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=6e795a1d-f7f0-4825-965b-9791f57cae6d,
c904a326-c1a9-40cd-90aa-82c4c64e767f,外源性重组人促红细胞生成素对胎鼠缺血缺氧性脑损伤后神经细胞凋亡的影响,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=c904a326-c1a9-40cd-90aa-82c4c64e767f,
b274d0db-bfc0-40c9-b9d4-d53208aa94e2,NF-κB抑制物对顺铂诱导宫颈癌SiHa细胞凋亡的影响,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=b274d0db-bfc0-40c9-b9d4-d53208aa94e2,
cc1b32f8-bc6c-4f89-90d1-72ed7f20ce24,炎症细胞因子诱导Tca8113细胞表达PD-L1的作用研究,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=cc1b32f8-bc6c-4f89-90d1-72ed7f20ce24,
7a505806-4fde-4e81-a4f4-e2949295fb2d,脂质体姜黄素在Lewis肺癌中的抗肿瘤和抗血管作用,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=7a505806-4fde-4e81-a4f4-e2949295fb2d,
691d5aec-b3c5-43f5-b2b2-034b728425ff,Exendin-4对肥胖大鼠内皮依赖性血管舒张功能的作用研究,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=691d5aec-b3c5-43f5-b2b2-034b728425ff,
9694405c-9edb-4e03-ad95-efcc7a93f8fd,饮水砷暴露对子代雌性大鼠海马组织神经生长因子、神经生长相关蛋白mRNA表达的影响,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=9694405c-9edb-4e03-ad95-efcc7a93f8fd,
eee45854-8505-4064-ac29-af9cedfde165,长链非编码RNAHOTAIRmRNA在卵巢癌中的表达,2013,1,https://ykxb.scu.edu.cn/cn/article/2013/1,https://ykxb.scu.edu.cn/article/exportPdf?id=eee45854-8505-4064-ac29-af9cedfde165,
