article_id,title,author,issue_url,pdf_url
10.1016/j.bsheal.2025.01.005,"Integrative single-cell and metagenomic analysis dissects SARS-CoV-2 shedding modes
                     in human respiratory tract","Xiangxing Jin,Lili Ren,Xianwen Ren,Jianwei Wang",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.005?download=true
10.1016/j.bsheal.2025.01.007,"Genomic characteristics of 12 HBV-I strains in the 2020 national HBV serosurvey in
                     China","Qiudong Su,Liping Shen,Xiaoqi Guo,Shuang Zhang,Feng Qiu,Shengli Bi,Feng Wang",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.007?download=true
10.1016/j.bsheal.2025.01.002,"Epidemiological characteristics of human adenovirus infections in China, 2020–2023","Chongyang Li,Yitong Lin,Naiying Mao,Yixuan Gao,Ying Liu,Liwei Sun,Hui Zhang,Jin Xu,Maozhong Li,Feng Zhang,Xiaoqing Liu,Linqing Zhao,Bing Zhu,Ye Chen,Min Mu,Xiaoling Tian,Hongmei Xu,Chaoyang Huang,Zhong Li,Jing Xu,Zhenguo Gao,Yali Jin,Chunyu Zhu,…See all authors",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.002?download=true
10.1016/j.bsheal.2025.01.001,"Computational optimization of a pan-coronavirus fusion inhibitory peptide targeting
                     spike’s heptapeptide repeat region","Peixiang Gao,Shuo Liu,Xiaojing Chi,Xinhui Zhang,Xiuying Liu,Xuehua Yang,Huarui Duan,Jingya Zhou,Weijin Huang,Wei Yang",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.001?download=true
10.1016/j.bsheal.2024.12.002,AI-assisted identification of a novelOrthopoxvirusinhibitor targeting F13,"Junwen Luan,Annan Ming,Wenbo Zhao,Liyuan Zhang,Leiliang Zhang",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2024.12.002?download=true
10.1016/j.bsheal.2024.12.001,"Bibliometric analysis of flavivirus-host interactions and immune responses: Research
                     hotspots and trends","Yuxin Xiong,Wenxin Fan,Ying Wu",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2024.12.001?download=true
10.1016/j.bsheal.2025.01.003,"Advances in the development of infectious clones of human coronaviruses and related
                     applications","Guanya Liu,Ruixiao Tan,Yiyi Wu,Mengwei Wang,Baoying Huang,Wenjie Tan",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.003?download=true
10.1016/j.bsheal.2025.01.004,Exploring enterovirus pathogenesis and cancer therapy potential through reverse genetics,"Shijin Wang,Qing Yu,Junfeng Zhou,Wanshan Yang,Yonggang Wang,Haoran Guo,Wei Wei",https://mednexus.org/toc/bsh/07/01,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2025.01.004?download=true
10.1016/j.bsheal.2024.11.007,"Antigenicity and genetic properties of an Eurasian avian-like H1N1 swine influenza
                     virus in Jiangsu Province, China","Fang He,Huiyan Yu,Liqi Liu,Xiyan Li,Yadong Xing,Lei Yang,Pengfei Yang,Liguo Zhu,Zi Li",https://mednexus.org/toc/bsh/06/06,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2024.11.007?download=true
10.1016/j.bsheal.2024.11.004,Rapidly quantification of intact infectious H1N1 virus using ICA-qPCR and PMA-qPCR,"Chudan Liang,Zequn Wang,Linjin Fan,Yulong Wang,Yuandong Zhou,Xiaofeng Yang,Jingyan Lin,Pengfei Ye,Wendi Shi,Hongxin Huang,Huijun Yan,Linna Liu,Jun Qian",https://mednexus.org/toc/bsh/06/06,https://mednexus.org/doi/pdf/10.1016/j.bsheal.2024.11.004?download=true
